title,genre,director,production_company,release_date,budget,runtime,mpaa_rating,trailer_views,trailer_likes,cast_popularity_score,vote_average,vote_count,revenue,release_year,release_month,budget_to_runtime_ratio,trailer_engagement_rate
The Star,Sci-Fi,Martin Scorsese,Lions Gate,2017-01-31,198981821,153,PG-13,3166421,88494,4.86,4.7,59368,6581830888,2017,1,1300534.7777777778,0.027947641832845347
The Shadow Fire,Comedy,Ridley Scott,MGM,2016-05-28,34244446,147,R,48554986,1464320,5.28,4.3,89057,355769839,2016,5,232955.4149659864,0.030157973889643384
A Queen Love,Action,Unknown Director A,DreamWorks,2024-05-10,88866838,120,PG,38869495,1038779,1.75,8.5,79142,8933760367,2024,5,740556.9833333333,0.026724787651601852
Past,Romance,Ridley Scott,Paramount,2016-10-12,63563783,144,G,39472537,1507004,1.25,8.2,70070,862453836,2016,10,441415.15972222225,0.038178544236971645
The Shadow Queen,Adventure,Unknown Director C,Warner Bros,2024-05-16,67382863,143,PG-13,43804568,1992244,4.83,4.6,65463,1344457463,2024,5,471208.8321678322,0.04548027959093216
An Past Moon,Adventure,Unknown Director D,20th Century Fox,2021-06-27,6055438,103,PG,12661467,141599,2.62,6.1,75532,341010684,2021,6,58790.66019417476,0.011183459231066985
Past Storm,Action,Quentin Tarantino,Warner Bros,2019-06-27,102081348,118,G,23080313,863435,9.47,5.5,26989,4470028846,2019,6,865096.1694915254,0.03741002125924375
The King Moon,Drama,Jordan Peele,Marvel Studios,2021-01-20,34835580,156,G,49856722,1291685,9.37,5.3,21483,778973503,2021,1,223305.0,0.02590794075872056
A Light Sun,Fantasy,Unknown Director D,Warner Bros,2016-10-17,81641276,142,R,15012171,359128,1.43,8.9,74821,2188925508,2016,10,574938.5633802817,0.023922455985879724
Shadow Kingdom,Thriller,James Cameron,MGM,2023-05-26,248202142,127,R,1670006,46936,1.01,8.3,57996,8504381832,2023,5,1954347.5748031496,0.028105288244473375
The Love Sun,Comedy,Greta Gerwig,Marvel Studios,2016-11-10,29987417,139,G,25024476,1027634,9.5,8.4,32220,704762161,2016,11,215736.8129496403,0.04106515557009066
A Storm Star,Adventure,Christopher Nolan,Universal Pictures,2024-01-30,180459160,147,PG-13,23188969,1023567,1.53,7.1,96602,16596046509,2024,1,1227613.3333333333,0.0441402547909741
An Sun Princess,Drama,Unknown Director C,Disney,2017-02-28,26770277,138,PG,26548559,1241555,6.33,4.7,71438,222706239,2017,2,193987.51449275363,0.04676543838029024
Quest,Romance,Unknown Director C,MGM,2019-05-28,47017788,148,PG,3887747,57212,3.18,6.5,26963,340763461,2019,5,317687.75675675675,0.014715978174505697
A Moon Storm,Animation,Unknown Director C,Warner Bros,2021-07-28,22775673,101,PG,30053273,391910,3.06,6.4,31424,1055343187,2021,7,225501.71287128713,0.013040509764111217
An Past Shadow,Action,Greta Gerwig,20th Century Fox,2016-05-08,170411789,141,PG,1875009,19088,6.34,7.3,70867,3059202904,2016,5,1208594.2482269504,0.01018021780162122
A Empire,Comedy,Steven Spielberg,MGM,2022-03-05,108203832,109,PG,44807279,1955956,5.66,6.2,78500,7631081382,2022,3,992695.7064220184,0.04365263956331738
An Sun Future,Romance,Unknown Director B,DreamWorks,2023-11-15,19691650,127,PG,49489021,2331271,1.07,7.9,64321,420759980,2023,11,155052.3622047244,0.047106832038564674
The Journey Queen,Animation,Christopher Nolan,Universal Pictures,2018-10-25,205431821,135,PG,29177666,612657,8.95,5.7,66989,19226367265,2018,10,1521717.1925925927,0.020997464293408527
The Shadow Sun,Fantasy,James Cameron,20th Century Fox,2020-05-29,113642825,132,PG,24421097,542288,2.95,7.9,42796,30789686939,2020,5,860930.4924242424,0.022205718277110976
A Fire Journey,Sci-Fi,Martin Scorsese,Paramount,2020-01-06,96198636,155,R,12763640,428338,3.27,4.9,2666,1464703377,2020,1,620636.3612903226,0.033559235453209275
A Queen Moon,Thriller,Christopher Nolan,Universal Pictures,2019-08-06,186972044,90,R,23097613,995997,1.47,6.9,57401,3782205453,2019,8,2077467.1555555556,0.04312120910502743
Journey Secret,Animation,Martin Scorsese,Universal Pictures,2016-10-18,44980592,143,PG,6384486,86022,6.33,5.9,1758,4428609497,2016,10,314549.5944055944,0.013473598344486934
War,Thriller,David Fincher,Universal Pictures,2019-05-21,42766210,103,R,792789,8394,3.93,6.3,27199,874287148,2019,5,415205.92233009706,0.010587937017289594
The War Future,Animation,James Cameron,Paramount,2022-12-28,105005697,117,PG,9308469,442595,7.44,5.9,37178,5488928841,2022,12,897484.5897435897,0.04754756125846259
An Love Dream,Drama,Unknown Director C,Paramount,2021-10-11,44234189,131,G,18718898,846093,8.28,6.4,45588,358416012,2021,10,337665.56488549616,0.045199936449250376
The Sun Queen,Thriller,James Cameron,Paramount,2023-08-27,151757922,94,R,11388936,213667,4.11,7.9,26738,3409816855,2023,8,1614445.9787234042,0.018760927271871577
The King Love,Fantasy,Greta Gerwig,Marvel Studios,2018-02-24,175523232,101,PG,34709228,949468,7.35,4.3,2584,6655860613,2018,2,1737853.7821782178,0.027354915528515933
An Sun Hero,Animation,Greta Gerwig,Marvel Studios,2024-05-14,9362261,127,G,32107947,1006430,3.36,6.1,40940,202601041,2024,5,73718.5905511811,0.03134519936762073
Storm Peace,Thriller,Unknown Director D,Sony Pictures,2024-11-07,60785959,106,R,31463584,479975,8.89,7.8,53970,639270691,2024,11,573452.4433962264,0.01525493726334546
Shadow Empire,Thriller,Denis Villeneuve,Universal Pictures,2021-06-20,19763486,90,R,22549358,262483,5.09,8.2,74675,315787499,2021,6,219594.2888888889,0.011640375748169859
An Past,Drama,Christopher Nolan,20th Century Fox,2020-06-01,253036746,148,PG,1593384,68032,5.24,8.0,16760,10565626329,2020,6,1709707.7432432433,0.04269655023522265
Star Empire,Fantasy,David Fincher,Sony Pictures,2017-06-12,184856969,138,PG-13,45482555,1542394,8.44,5.9,99491,16136350627,2017,6,1339543.2536231885,0.03391177122745193
The Mystery Legend,Romance,Unknown Director D,Marvel Studios,2024-06-18,95025960,130,PG-13,38419275,596344,8.46,7.5,8691,3605086517,2024,6,730968.9230769231,0.01552200035008469
Adventure Legend,Sci-Fi,Unknown Director C,Universal Pictures,2021-06-24,53980907,150,PG,39037676,1298165,7.9,6.5,81702,1622875645,2021,6,359872.7133333333,0.033254156830442465
A Love,Thriller,Unknown Director B,Marvel Studios,2020-12-26,61759152,142,R,41086467,842132,4.65,5.5,4959,961139517,2020,12,434923.6056338028,0.020496578593627923
Storm Princess,Adventure,James Cameron,Sony Pictures,2023-09-10,231821938,129,R,30274907,335184,4.42,4.9,81862,19480329819,2023,9,1797069.2868217055,0.011071346973914735
An Quest Sun,Drama,Unknown Director C,Marvel Studios,2022-10-27,24689483,170,G,31366584,1222894,2.0,6.4,1731,357383421,2022,10,145232.25294117647,0.038987159073490436
An Hero Dragon,Horror,Unknown Director C,MGM,2023-02-08,93338052,99,PG-13,22149796,222802,9.46,7.9,15999,7078333448,2023,2,942808.6060606061,0.010058873679920121
The Kingdom Knight,Adventure,Denis Villeneuve,Universal Pictures,2019-07-06,25162541,123,PG,40408152,1932914,5.95,7.3,39795,2879606565,2019,7,204573.50406504064,0.04783475373978993
A Mystery War,Thriller,Unknown Director A,Paramount,2015-12-30,15101490,116,PG-13,28485864,1352576,7.17,7.6,51446,1483182482,2015,12,130185.25862068965,0.04748235826724441
A Peace,Sci-Fi,Quentin Tarantino,Paramount,2018-02-23,122295976,133,PG-13,40020520,1010894,6.86,7.2,44779,44398926191,2018,2,919518.6165413534,0.025259391931938914
The Adventure Storm,Drama,David Fincher,MGM,2015-03-18,83593456,125,PG,15053794,426642,3.24,4.9,35899,1318811420,2015,3,668747.648,0.028341161038871663
A Secret Fire,Horror,Christopher Nolan,Sony Pictures,2018-12-24,139674783,134,R,17269278,518929,1.71,6.7,58621,16001382806,2018,12,1042349.1268656716,0.03004925857351998
Adventure Adventure,Animation,Denis Villeneuve,Lions Gate,2017-10-15,74494015,113,PG,47901656,1245569,2.37,5.0,17668,3220818360,2017,10,659239.0707964601,0.026002629220167252
The Sun Peace,Comedy,Martin Scorsese,Marvel Studios,2017-11-16,29963860,128,R,12482853,207607,4.7,7.1,2452,1142957298,2017,11,234092.65625,0.016631374253946594
Hero,Comedy,Greta Gerwig,MGM,2023-11-15,78573004,105,PG,21616193,865940,7.61,8.3,53404,3801872716,2023,11,748314.3238095238,0.040059782959931935
The Legend Empire,Horror,Greta Gerwig,Disney,2016-01-27,48938941,102,PG-13,40331131,539852,9.92,6.0,4844,817236743,2016,1,479793.53921568627,0.013385491222648828
An Journey War,Drama,Unknown Director D,Marvel Studios,2024-10-06,43150618,166,G,14711422,323956,1.15,6.6,76354,787795780,2024,10,259943.48192771085,0.02202071288553887
A Dragon,Comedy,James Cameron,Marvel Studios,2018-09-11,246721161,135,PG,3832004,117809,3.1,8.2,5060,34192542960,2018,9,1827564.1555555556,0.03074344390037171
The Magic,Fantasy,Unknown Director D,Marvel Studios,2022-04-12,149326909,115,PG,389497,5221,6.93,5.2,1364,3620925087,2022,4,1298494.8608695653,0.013404467813616023
An King Storm,Action,James Cameron,Disney,2023-12-02,162504608,121,PG-13,8187690,314676,3.86,8.8,87068,13067660798,2023,12,1343013.2892561983,0.03843281804758118
A Mountain Peace,Adventure,Unknown Director C,MGM,2023-07-18,94018687,101,G,9939015,375698,8.5,7.7,77523,2565591518,2023,7,930878.0891089109,0.03780032528374291
Sun,Fantasy,Greta Gerwig,Marvel Studios,2023-09-29,122728186,121,R,1822865,50597,9.63,6.1,17865,508986978,2023,9,1014282.5289256198,0.027756855280012507
The Journey,Fantasy,Unknown Director D,Sony Pictures,2016-01-03,179740562,134,PG,44218034,736599,5.84,5.7,36125,2439641248,2016,1,1341347.4776119404,0.01665833899354277
Kingdom,Thriller,James Cameron,Paramount,2023-01-21,294954173,129,R,45000989,1108366,6.42,4.6,53215,8249500553,2023,1,2286466.4573643412,0.02462981424697133
A Fire Shadow,Action,Unknown Director C,Disney,2021-10-10,196547425,99,PG,5565003,234681,1.22,5.0,51150,3405493457,2021,10,1985327.5252525252,0.042170866754249726
A Past Magic,Thriller,Jordan Peele,DreamWorks,2015-02-20,25340933,115,R,10666145,366096,4.04,8.9,51087,297492233,2015,2,220355.9391304348,0.03432317861795429
An Queen,Action,Jordan Peele,DreamWorks,2015-08-07,165964801,121,G,34029511,1320119,6.45,6.4,6578,2096324867,2015,8,1371609.9256198348,0.03879335791807293
An Storm Future,Drama,Unknown Director A,Universal Pictures,2024-02-03,57317751,144,G,6559128,153558,3.48,5.7,7166,72363029,2024,2,398039.9375,0.023411343703004423
A King,Drama,Greta Gerwig,Lions Gate,2022-08-09,5940923,150,R,18396347,451342,3.51,6.4,92517,203454267,2022,8,39606.153333333335,0.02453432738575762
The Star Ocean,Animation,Ridley Scott,Disney,2021-06-19,41547395,116,PG,26103740,1302892,2.19,6.0,33531,2240863640,2021,6,358167.1982758621,0.04991208156379124
A Dream,Thriller,Christopher Nolan,Disney,2019-05-10,218764110,115,PG-13,22289149,1050377,1.47,5.2,52934,6396707114,2019,5,1902296.608695652,0.04712503828656715
Dragon,Drama,Greta Gerwig,Marvel Studios,2021-08-23,20873343,130,G,49812899,970868,1.26,5.8,4054,283890777,2021,8,160564.1769230769,0.019490293066460558
The Kingdom Mountain,Sci-Fi,Christopher Nolan,Marvel Studios,2021-12-27,272362948,154,R,2985541,45744,9.7,5.7,65618,15127758696,2021,12,1768590.5714285714,0.015321846191360292
Sun Moon,Drama,Jordan Peele,Warner Bros,2016-05-24,79818054,121,G,48308743,1542061,4.5,7.1,70388,1832412311,2016,5,659653.3388429752,0.03192095062378253
An Past,Romance,Unknown Director B,20th Century Fox,2019-04-06,6620224,105,R,6981941,296274,8.56,5.5,56450,10727873,2019,4,63049.752380952385,0.04243433165648349
Queen,Adventure,Ridley Scott,Disney,2022-08-20,5586267,94,R,15561846,578521,6.71,4.5,66149,113667387,2022,8,59428.37234042553,0.03717560243174235
The Adventure,Action,Unknown Director B,20th Century Fox,2017-12-18,148077420,103,G,45734658,1942168,7.25,8.9,62281,7108154954,2017,12,1437644.854368932,0.0424660002923822
The Star War,Sci-Fi,Greta Gerwig,Disney,2019-10-26,138609933,144,G,37260122,722923,8.93,7.6,65867,4232927023,2019,10,962568.9791666666,0.019402056708241588
Peace,Adventure,Jordan Peele,Paramount,2017-09-27,5802510,141,G,37926713,660848,1.23,5.8,65077,75082001,2017,9,41152.55319148936,0.01742434151886561
A Shadow Hero,Fantasy,Martin Scorsese,Sony Pictures,2017-09-10,93987340,142,R,30982783,775885,8.74,7.3,34854,5633350379,2017,9,661882.676056338,0.025042456644388596
A Star Journey,Horror,Unknown Director B,Marvel Studios,2015-09-25,61811657,129,PG-13,15397679,622771,2.58,5.4,19127,2532392114,2015,9,479160.1317829457,0.04044577108017384
Secret Dragon,Romance,Martin Scorsese,20th Century Fox,2015-08-24,64400145,110,R,38244276,1437565,6.6,5.0,29984,3589071695,2015,8,585455.8636363636,0.03758902377966313
The Light Princess,Thriller,Denis Villeneuve,Lions Gate,2020-03-27,34305626,103,PG-13,27894308,1268301,5.56,8.8,53222,2195676132,2020,3,333064.33009708737,0.045468093347216215
A Mystery,Horror,Martin Scorsese,Paramount,2015-12-14,10045722,130,R,47617064,1042834,1.48,8.5,36422,866340772,2015,12,77274.78461538462,0.021900426284157292
Legend Love,Action,Unknown Director D,Marvel Studios,2017-09-30,158672865,102,PG-13,42666665,1872127,8.29,6.0,35389,20654437738,2017,9,1555616.3235294118,0.04387797827648353
The Light Knight,Thriller,Unknown Director B,MGM,2024-05-28,77703520,135,R,40241631,1673397,3.32,8.6,67333,1673582962,2024,5,575581.6296296297,0.04158372706116211
A Legend Adventure,Drama,Martin Scorsese,Universal Pictures,2023-05-11,34854281,157,PG-13,25668881,360831,1.91,7.6,77771,1048397351,2023,5,222001.7898089172,0.014057137901726219
The Quest Dream,Thriller,David Fincher,Universal Pictures,2016-07-17,30918591,142,R,33500599,737242,8.44,8.6,22183,2757645197,2016,7,217736.55633802817,0.02200683038533132
An Quest,Thriller,Christopher Nolan,Sony Pictures,2022-05-16,226741729,144,R,4622636,117957,1.45,7.5,96851,12148018966,2022,5,1574595.3402777778,0.0255172589838352
An King,Fantasy,David Fincher,Lions Gate,2021-12-28,122300278,126,R,13038437,591211,5.87,8.9,82382,7644928289,2021,12,970637.126984127,0.04534370185628845
The Empire Star,Romance,Ridley Scott,Lions Gate,2022-09-04,72990328,116,PG-13,22282430,667815,9.34,8.7,43267,1553870257,2022,9,629226.9655172414,0.02997047449492717
The Shadow Princess,Sci-Fi,Unknown Director C,DreamWorks,2024-08-06,85646192,138,G,24085601,309539,4.44,5.3,14960,965322404,2024,8,620624.5797101449,0.012851620351927278
The Dream Love,Fantasy,David Fincher,Marvel Studios,2020-09-30,112647788,143,PG-13,31637943,1413916,7.57,6.3,33132,5738725647,2020,9,787746.7692307692,0.04469051606800101
The Dream Sun,Animation,Unknown Director B,DreamWorks,2017-07-03,9079788,128,PG,4741459,87734,7.01,4.1,57788,100993226,2017,7,70935.84375,0.018503587186981897
An Quest Shadow,Drama,Ridley Scott,20th Century Fox,2021-11-01,41279293,153,G,20153746,457710,1.38,5.0,99764,800553643,2021,11,269799.3006535948,0.02271091438782646
The Fire King,Animation,Unknown Director D,DreamWorks,2015-07-04,23838239,132,PG,173132,2898,6.55,5.4,86285,818479869,2015,7,180592.7196969697,0.01673867338215928
The Sun,Horror,Martin Scorsese,Marvel Studios,2017-07-20,17934433,126,R,44726582,1269942,3.57,6.2,48523,1452020030,2017,7,142336.76984126985,0.02839345067772002
The Dream Kingdom,Comedy,Unknown Director D,MGM,2018-08-03,91085615,123,R,46830007,1431692,9.44,4.5,56087,880368445,2018,8,740533.4552845529,0.030572107324263267
A Quest Mountain,Thriller,James Cameron,DreamWorks,2017-05-09,106483030,144,R,13016429,494516,4.46,4.9,78379,2919477916,2017,5,739465.4861111111,0.037991679591998694
The Past Star,Sci-Fi,Unknown Director D,Sony Pictures,2024-03-19,141237382,156,PG-13,27904508,974266,6.34,4.1,56103,4272803722,2024,3,905367.8333333334,0.03491428696753944
Fire,Animation,Christopher Nolan,Marvel Studios,2022-12-11,298117603,140,PG,21330453,916289,8.86,7.6,83272,43136441717,2022,12,2129411.45,0.042956846720508
An Shadow,Animation,Jordan Peele,Warner Bros,2024-03-06,78101157,124,G,30462266,1217207,5.16,4.3,77439,643400726,2024,3,629848.0403225806,0.03995786130946398
An Legend Future,Fantasy,Denis Villeneuve,20th Century Fox,2017-04-21,190961800,91,PG,1233749,46154,4.59,4.8,78814,4859857750,2017,4,2098481.318681319,0.037409554131350865
The Quest Fire,Fantasy,Jordan Peele,20th Century Fox,2024-07-02,76384910,122,PG,1881934,67663,5.4,8.6,51859,3173278850,2024,7,626105.8196721311,0.035953970755616294
The War Hero,Drama,James Cameron,DreamWorks,2022-06-07,197214727,162,PG-13,40866751,1883336,9.29,5.2,42442,23986839065,2022,6,1217374.8580246915,0.046084798862527636
An Queen Sun,Thriller,Quentin Tarantino,Warner Bros,2023-08-04,27925528,143,PG-13,6820955,156310,4.06,4.2,42719,281003046,2023,8,195283.41258741257,0.022916145906255063
The Past,Romance,Jordan Peele,DreamWorks,2017-05-07,19048653,94,PG-13,4387679,98032,5.35,4.3,92954,245740627,2017,5,202645.24468085106,0.022342564257777288
A Light Secret,Fantasy,Greta Gerwig,Warner Bros,2023-05-05,60059480,127,R,30321419,1052650,5.84,8.4,19628,2475774158,2023,5,472909.2913385827,0.03471638316135534
A Love Kingdom,Sci-Fi,Unknown Director B,20th Century Fox,2018-05-06,55811345,124,R,14724979,699514,6.52,6.4,66353,475005961,2018,5,450091.4919354839,0.04750526299562125
Queen,Sci-Fi,Jordan Peele,Disney,2022-12-20,60132328,128,G,22341671,723164,9.3,7.3,85218,829836782,2022,12,469783.8125,0.03236839357270994
A Journey Adventure,Sci-Fi,Christopher Nolan,Lions Gate,2017-04-29,160501406,138,R,31704429,1216205,4.5,7.6,46269,16021804473,2017,4,1163053.6666666667,0.03836072871711394
The Fire Past,Comedy,Martin Scorsese,Warner Bros,2020-10-04,94174845,96,R,37985910,1218301,6.81,8.7,13960,3614710388,2020,10,980987.96875,0.03207244475648997
The Empire Adventure,Comedy,Greta Gerwig,Universal Pictures,2021-01-04,59367319,108,PG,13607832,555553,1.26,4.8,84154,947069527,2021,1,549697.3981481482,0.04082597433595594
Sun King,Sci-Fi,David Fincher,20th Century Fox,2019-11-19,70927100,120,PG,21135111,842534,9.24,5.4,5203,3471905276,2019,11,591059.1666666666,0.03986418618761926
The Storm Future,Drama,David Fincher,Lions Gate,2019-01-06,87838775,167,G,6393962,185259,5.07,4.4,20624,824230908,2019,1,525980.6886227545,0.028974053959031975
Dream Mystery,Horror,Martin Scorsese,20th Century Fox,2024-02-15,12052675,97,R,16631120,492025,2.15,5.1,75397,785871494,2024,2,124254.38144329897,0.029584598030679834
A Princess,Horror,Unknown Director C,Warner Bros,2018-05-08,86585045,92,PG-13,14617787,688377,9.72,8.6,72771,2580974704,2018,5,941141.7934782609,0.04709173830484738
A Ocean Sun,Fantasy,David Fincher,Lions Gate,2016-07-30,98470836,124,PG,38530757,386530,5.22,5.2,31595,8625878462,2016,7,794119.6451612903,0.010031726083139243
An Love,Animation,Denis Villeneuve,DreamWorks,2020-10-18,67620182,127,PG,14438229,181071,8.87,4.0,2830,1794039124,2020,10,532442.3779527559,0.012541081042557228
The Future Journey,Thriller,Quentin Tarantino,Warner Bros,2018-07-02,32666357,127,PG-13,21881690,299428,1.58,5.1,64095,1812238382,2018,7,257215.4094488189,0.013683952199304532
Hero Secret,Comedy,Ridley Scott,Lions Gate,2024-05-29,12097304,116,G,9682333,431338,8.4,7.3,33032,575656570,2024,5,104287.10344827586,0.044548973888834435
Knight,Romance,Unknown Director B,Marvel Studios,2022-07-28,48814159,148,PG,11387689,245202,1.86,5.4,21106,75672121,2022,7,329825.39864864864,0.02153220025590794
An Sun Empire,Fantasy,Martin Scorsese,Universal Pictures,2016-07-09,86676356,107,G,2214409,109942,3.09,8.9,18103,2866681975,2016,7,810059.4018691588,0.0496484615082399
Princess Moon,Drama,Quentin Tarantino,MGM,2016-02-18,30829274,134,PG,24501937,422938,4.41,8.9,29138,1178805066,2016,2,230069.20895522388,0.01726141080192966
An Love,Sci-Fi,Unknown Director C,Marvel Studios,2016-12-10,120788812,157,R,28916463,512777,2.56,4.3,77459,4155921210,2016,12,769355.4904458598,0.017733047088089576
A Journey Queen,Drama,Ridley Scott,20th Century Fox,2024-05-12,17363487,141,PG,25846203,1273531,4.64,8.1,74756,551368606,2024,5,123145.29787234042,0.04927342712583353
The Journey,Romance,Quentin Tarantino,Disney,2019-07-15,83061689,134,PG-13,10787352,232378,4.97,9.0,36493,7970185070,2019,7,619863.3507462686,0.021541709216497246
Empire,Romance,Unknown Director B,Disney,2016-09-23,43874301,102,R,33241990,1560749,2.36,4.5,63235,357561707,2016,9,430140.20588235295,0.04695113018203784
An Queen Storm,Romance,Jordan Peele,20th Century Fox,2017-10-06,94758895,126,G,27813194,1151235,4.54,6.7,39801,754362703,2017,10,752054.7222222222,0.04139168626228257
Shadow,Sci-Fi,Unknown Director C,DreamWorks,2022-05-10,102810435,164,R,6031383,67364,1.21,8.0,63126,375031450,2022,5,626892.8963414634,0.011168914326946241
A Star Knight,Comedy,David Fincher,Paramount,2021-06-08,32918150,97,PG,8319902,409021,4.58,5.0,40039,1344100927,2021,6,339362.3711340206,0.04916175695338719
The Storm Moon,Drama,Greta Gerwig,Warner Bros,2020-02-28,23615277,167,PG-13,861562,16033,8.39,5.3,88155,142963593,2020,2,141408.84431137724,0.018609223712280718
A Hero,Fantasy,Quentin Tarantino,Disney,2018-09-08,109236628,128,G,2305296,32724,4.51,4.8,75870,1867369159,2018,9,853411.15625,0.01419514023361859
An War,Sci-Fi,Unknown Director D,Lions Gate,2022-05-14,105061076,163,PG-13,35901176,1500045,3.53,8.1,72499,3920409277,2022,5,644546.4785276074,0.04178261458621857
An Shadow Moon,Horror,Greta Gerwig,MGM,2022-06-08,93274251,95,PG-13,3291740,144628,6.91,8.6,6066,1027506230,2022,6,981834.2210526316,0.04393664141153311
The War Sun,Comedy,Steven Spielberg,Disney,2017-11-22,214739600,147,PG-13,20391265,655389,8.99,9.0,28463,15895725002,2017,11,1460813.6054421768,0.032140673960149115
A Legend,Thriller,Steven Spielberg,Warner Bros,2023-11-13,213013096,97,PG-13,9175238,379007,1.88,7.4,3126,17015335197,2023,11,2196011.2989690723,0.04130759332891419
A Legend,Horror,Ridley Scott,Universal Pictures,2020-06-07,98576651,94,PG-13,29368847,853384,5.59,6.5,39609,5943480349,2020,6,1048687.7765957448,0.029057456698929993
A Journey Storm,Horror,Martin Scorsese,Disney,2022-03-12,25367776,97,R,19156158,863543,1.69,5.2,44976,1063999738,2022,3,261523.46391752578,0.04507913330011164
An Knight Dragon,Thriller,Unknown Director B,Paramount,2015-11-04,5270663,98,R,19091520,562481,8.28,8.7,62150,50296424,2015,11,53782.27551020408,0.029462347681064684
The Secret,Romance,Steven Spielberg,MGM,2022-01-19,268107807,136,PG-13,29137058,817489,9.45,8.6,28290,26203071825,2022,1,1971380.9338235294,0.028056676140741456
The Adventure,Action,James Cameron,20th Century Fox,2024-10-19,82146131,120,G,44615781,522599,3.65,9.0,36973,5122285667,2024,10,684551.0916666667,0.011713321795263429
Star,Action,Christopher Nolan,20th Century Fox,2019-08-03,225356558,128,G,45218350,944056,9.75,7.8,64682,14664773196,2019,8,1760598.109375,0.020877718890671595
An Legend Mystery,Fantasy,Martin Scorsese,Paramount,2015-02-23,193894836,107,R,22027294,983587,5.73,5.8,80429,6089425883,2015,2,1812101.2710280374,0.04465310173823439
The Quest Mountain,Drama,Ridley Scott,Marvel Studios,2024-04-06,47200544,132,PG-13,29828976,1405118,2.48,7.2,78601,923768743,2024,4,357579.8787878788,0.04710580745379928
Dream,Action,Martin Scorsese,DreamWorks,2015-03-12,69538858,91,PG-13,6967026,243026,9.19,7.6,44178,3188513446,2015,3,764163.2747252748,0.03488231563941343
Quest,Comedy,Jordan Peele,Marvel Studios,2016-12-18,16408835,131,PG,1614836,41050,7.8,6.5,74301,258532751,2016,12,125258.2824427481,0.025420538060830944
A Shadow Shadow,Drama,Unknown Director D,20th Century Fox,2021-09-08,82270347,120,PG-13,22375692,718304,9.62,8.6,49769,4196529202,2021,9,685586.225,0.03210197923711142
A Mystery Magic,Romance,Martin Scorsese,DreamWorks,2021-10-25,77910006,117,G,25417636,321967,1.44,5.7,61253,1534072211,2021,10,665897.4871794871,0.012667071005344479
A Dragon Light,Fantasy,Christopher Nolan,Universal Pictures,2019-01-05,139042912,130,G,34461635,731073,5.31,6.0,81449,21509519349,2019,1,1069560.8615384616,0.02121411244707339
Mystery,Drama,Unknown Director B,Universal Pictures,2017-10-23,28368501,133,PG-13,34478782,351362,1.29,4.4,93987,86339026,2017,10,213297.0,0.010190673208815787
A Peace Storm,Comedy,Unknown Director D,Lions Gate,2021-04-25,55844847,90,PG,18726093,310510,5.07,5.2,28904,488572260,2021,4,620498.3,0.016581675633032474
A Dragon Star,Action,James Cameron,Marvel Studios,2024-04-15,117533035,128,R,26427477,458591,8.94,7.1,12881,6925653675,2024,4,918226.8359375,0.01735281048584396
The War Star,Drama,Greta Gerwig,Universal Pictures,2019-07-22,56331534,158,PG,31965909,1417288,8.51,6.0,17541,356502265,2019,7,356528.69620253163,0.04433748466217557
Past,Adventure,Unknown Director A,MGM,2015-07-19,19259681,126,PG,43250124,853789,4.36,5.1,80193,994227584,2015,7,152854.61111111112,0.019740729529469096
An War,Horror,Unknown Director B,Lions Gate,2015-09-20,74004387,137,R,23849649,1163698,3.78,7.6,76938,3622913940,2015,9,540178.00729927,0.04879308705968796
An Magic,Thriller,Unknown Director C,DreamWorks,2023-08-14,15129246,108,R,25389604,548034,7.61,8.2,59187,170090819,2023,8,140085.61111111112,0.02158497627611679
An Mystery Star,Sci-Fi,Ridley Scott,Marvel Studios,2018-11-12,97458085,162,R,43593430,1998899,4.76,4.6,76431,535010621,2018,11,601593.1172839506,0.04585321687235898
An Queen Secret,Thriller,Unknown Director A,DreamWorks,2022-08-16,64297263,91,R,42324865,1821502,6.69,5.0,33253,660633584,2022,8,706563.3296703297,0.043036215236599104
A Legend Fire,Thriller,Steven Spielberg,Warner Bros,2018-03-17,120861756,128,R,13022827,141466,1.26,7.7,60448,5678651393,2018,3,944232.46875,0.01086292553836429
An Past Moon,Fantasy,Unknown Director D,20th Century Fox,2019-04-06,106020273,98,R,36028249,1388680,1.93,7.3,27437,2266932648,2019,4,1081839.5204081633,0.03854419902560349
The Queen Fire,Sci-Fi,Unknown Director C,Sony Pictures,2016-11-01,164882398,145,PG-13,12447300,339105,8.79,8.4,49339,4196346813,2016,11,1137119.9862068966,0.027243257573931697
Kingdom Mountain,Sci-Fi,Greta Gerwig,Lions Gate,2019-08-10,119840922,153,R,34413385,748154,4.83,4.8,76727,2622733926,2019,8,783274.0,0.021740203702716253
A Quest Fire,Adventure,Martin Scorsese,Marvel Studios,2024-09-18,61599806,139,PG,30118470,1356314,7.4,4.9,31332,9685240438,2024,9,443164.07194244605,0.04503263279974049
An Mountain,Romance,Christopher Nolan,Universal Pictures,2016-08-26,291372011,102,PG-13,33213372,945211,9.86,7.4,92650,8059966085,2016,8,2856588.343137255,0.028458748482388357
An Secret,Action,Quentin Tarantino,Disney,2022-04-15,192190202,98,G,19736385,554816,7.13,8.7,19876,21870447894,2022,4,1961124.5102040817,0.028111328391698887
A Moon Star,Thriller,Christopher Nolan,20th Century Fox,2017-03-18,189252195,130,PG-13,45123494,705054,8.77,8.9,69186,52678044786,2017,3,1455786.1153846155,0.015624986841666117
